product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
483,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",717.95,28.63,clothing,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,652,Aquamarine,medium,3.5,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2013-05-31,4.3,844,ut blandit non interdum in ante vestibulum ante ipsum primis,1.8,215,express,3.15
484,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",569.88,30.02,toys,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,617,Crimson,medium,9.8,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,2015-01-02,1.6,365,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,4.4,234,express,9.29
485,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",224.07,11.1,clothing,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,617,Teal,medium,4.7,ante vivamus tortor duis mattis egestas metus aenean fermentum donec,2013-03-21,4.9,862,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,2.3,354,free,42.04
486,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",421.05,21.35,home decor,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,122,Violet,small,0.7,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,2017-10-26,1.3,839,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2.2,540,express,9.21
487,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,410.53,43.74,clothing,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,183,Purple,medium,4.0,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2011-05-01,1.6,675,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,2.7,710,express,32.21
488,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",435.55,46.4,home decor,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,233,Turquoise,small,7.5,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,2017-05-08,3.9,436,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,1.5,91,express,33.5
489,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",863.51,48.64,beauty,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,11,Aquamarine,small,8.5,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,2016-10-24,2.6,484,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,3.1,220,standard,15.16
490,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,220.29,27.11,electronics,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,892,Yellow,extra large,9.0,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,2016-08-03,3.5,372,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,4.8,822,standard,48.38
491,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",719.64,1.92,home decor,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,553,Green,medium,0.3,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,2016-03-08,4.0,895,erat id mauris vulputate elementum nullam varius nulla facilisi cras non,1.6,998,free,26.37
492,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,914.46,18.26,home decor,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,604,Crimson,large,2.1,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,2017-05-29,3.2,602,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,1.1,497,free,27.64
493,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",800.81,26.78,beauty,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,991,Red,small,6.7,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,2018-04-10,3.8,45,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,4.2,881,express,49.72
494,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",361.0,11.02,electronics,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,813,Yellow,small,1.9,in ante vestibulum ante ipsum primis in faucibus orci luctus et,2021-10-21,3.2,935,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,4.6,553,free,12.04
495,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",354.01,19.58,electronics,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,645,Mauv,extra large,2.8,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,2021-03-28,1.9,762,donec quis orci eget orci vehicula condimentum curabitur in libero,4.8,54,free,8.18
496,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",404.15,19.91,home decor,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,238,Pink,medium,7.5,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,2022-09-21,1.2,893,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,4.4,145,free,44.53
497,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Morbi vel lectus in quam fringilla rhoncus.,3.01,33.29,beauty,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,429,Maroon,small,3.4,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,2011-06-29,3.5,479,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,3.2,176,standard,47.64
498,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,Aenean sit amet justo. Morbi ut odio.,264.93,35.68,beauty,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,420,Green,medium,5.6,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2019-05-21,2.2,38,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,2.0,263,free,6.82
499,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,471.55,13.1,clothing,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,770,Pink,medium,9.0,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,2016-06-29,4.7,847,in felis donec semper sapien a libero nam dui proin leo odio,4.1,857,express,21.69
500,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",525.37,49.87,electronics,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,774,Purple,medium,9.8,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2016-10-17,4.6,329,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3.5,801,standard,33.07
501,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",162.78,6.78,home decor,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,754,Maroon,small,6.0,metus aenean fermentum donec ut mauris eget massa tempor convallis,2021-12-24,1.5,278,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,4.2,619,express,28.11
502,a suscipit nulla elit ac nulla sed vel enim sit amet nunc,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,496.48,36.78,clothing,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,842,Maroon,small,7.6,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2016-01-22,4.0,34,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2.0,152,express,37.16
503,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",185.56,2.3,beauty,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,218,Turquoise,large,2.8,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2019-12-22,3.3,933,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,4.8,809,standard,45.86
504,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",783.35,45.87,electronics,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,387,Indigo,large,8.4,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,2017-06-19,2.2,897,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,1.3,901,standard,33.95
505,justo eu massa donec dapibus duis at velit eu est congue elementum in,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",153.16,30.25,electronics,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,911,Crimson,large,7.4,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,2011-10-08,1.3,777,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,1.8,1,express,42.87
506,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",127.11,4.58,toys,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,300,Turquoise,extra large,6.8,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2014-04-18,2.3,764,in congue etiam justo etiam pretium iaculis justo in hac habitasse,3.2,601,express,26.45
507,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",975.25,27.56,electronics,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,792,Green,extra large,2.7,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,2015-10-16,2.5,945,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,1.8,49,standard,8.2
508,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,In hac habitasse platea dictumst.,879.3,21.16,toys,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,94,Orange,medium,7.3,dui vel sem sed sagittis nam congue risus semper porta volutpat,2019-12-02,4.9,47,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,2.0,810,free,35.39
509,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Nulla tellus.,789.22,44.85,electronics,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,187,Maroon,medium,9.9,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,2012-06-26,1.7,245,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,3.9,738,standard,30.04
510,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",223.21,42.8,electronics,in faucibus orci luctus et ultrices posuere cubilia curae nulla,914,Turquoise,large,8.1,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2018-01-07,4.2,347,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,1.7,409,free,42.54
511,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,757.55,24.73,toys,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,775,Khaki,extra large,1.7,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2017-12-24,4.0,402,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,4.9,759,standard,41.99
512,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",402.59,34.55,beauty,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,134,Orange,large,7.6,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,2012-10-14,2.4,240,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,1.1,132,standard,1.03
513,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",357.66,43.93,beauty,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,532,Violet,large,6.3,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,2015-02-02,4.5,851,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2.3,596,standard,24.34
514,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,344.96,14.54,toys,volutpat sapien arcu sed augue aliquam erat volutpat in congue,758,Teal,medium,1.4,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2016-01-13,4.6,301,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,1.7,493,express,46.76
515,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",697.82,40.81,home decor,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,749,Crimson,medium,7.6,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2018-10-08,1.6,89,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,4.6,896,express,4.05
516,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",492.71,19.5,home decor,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,901,Orange,medium,3.7,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2021-04-18,4.1,629,lorem vitae mattis nibh ligula nec sem duis aliquam convallis,1.5,588,free,47.3
517,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Etiam pretium iaculis justo.,768.91,5.03,toys,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,342,Purple,extra large,1.2,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,2011-08-12,1.7,817,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,3.2,676,free,33.21
518,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,332.3,10.92,home decor,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,656,Turquoise,large,0.3,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2022-10-01,4.2,359,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,3.0,307,standard,19.79
519,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",31.36,2.3,beauty,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,129,Green,extra large,4.7,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,2015-08-09,3.7,373,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,1.9,595,free,6.35
520,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,Aliquam erat volutpat. In congue. Etiam justo.,317.7,38.44,beauty,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,394,Turquoise,medium,5.6,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,2017-06-02,4.6,342,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,4.6,925,standard,41.76
521,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",458.28,14.52,clothing,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,960,Green,extra large,1.2,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,2021-09-17,3.3,982,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,2.9,454,express,5.78
522,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",423.98,40.82,beauty,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,72,Teal,extra large,9.8,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2012-11-06,1.5,742,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1.4,719,free,40.05
523,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",160.43,12.38,electronics,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,339,Goldenrod,small,6.7,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,2012-07-04,1.9,194,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,2.7,435,free,24.84
524,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,601.59,7.52,electronics,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,64,Yellow,medium,1.5,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,2017-05-25,4.6,752,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,5.0,1,express,7.47
525,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",616.7,1.39,beauty,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,180,Blue,medium,8.9,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,2010-02-26,1.2,707,diam cras pellentesque volutpat dui maecenas tristique est et tempus,1.8,506,standard,18.79
